"","Player","Season","Cluster"
"3655","Amir Johnson","2012-13",4
"3656","Anderson Varejao","2012-13",21
"3657","Andray Blatche","2012-13",6
"3658","Andre Drummond","2012-13",13
"3659","Andre Iguodala","2012-13",20
"3660","Andre Miller","2012-13",2
"3661","Andrea Bargnani","2012-13",7
"3662","Andrei Kirilenko","2012-13",20
"3663","Andrew Bogut","2012-13",11
"3664","Andrew Goudelock","2012-13",14
"3665","Andrew Nicholson","2012-13",23
"3666","Andris Biedrins","2012-13",11
"3667","Antawn Jamison","2012-13",5
"3668","Anthony Davis","2012-13",6
"3669","Anthony Morrow","2012-13",14
"3670","Anthony Randolph","2012-13",13
"3671","Anthony Tolliver","2012-13",5
"3672","Arnett Moultrie","2012-13",4
"3673","Aron Baynes","2012-13",4
"3674","Arron Afflalo","2012-13",7
"3675","Austin Daye","2012-13",10
"3676","Austin Rivers","2012-13",2
"3677","Avery Bradley","2012-13",14
"3678","Ben Gordon","2012-13",9
"3679","Ben Hansbrough","2012-13",9
"3680","Beno Udrih","2012-13",7
"3681","Bernard James","2012-13",4
"3682","Bismack Biyombo","2012-13",11
"3683","Blake Griffin","2012-13",6
"3684","Boris Diaw","2012-13",20
"3685","Bradley Beal","2012-13",7
"3686","Brandan Wright","2012-13",19
"3687","Brandon Bass","2012-13",19
"3688","Brandon Jennings","2012-13",9
"3689","Brandon Knight","2012-13",9
"3690","Brandon Roy","2012-13",7
"3691","Brandon Rush","2012-13",2
"3692","Brendan Haywood","2012-13",4
"3693","Brian Roberts","2012-13",14
"3694","Brook Lopez","2012-13",6
"3695","Byron Mullens","2012-13",10
"3696","Carl Landry","2012-13",6
"3697","Carlos Boozer","2012-13",23
"3698","Carlos Delfino","2012-13",22
"3699","Carmelo Anthony","2012-13",3
"3700","Caron Butler","2012-13",10
"3701","Cartier Martin","2012-13",10
"3702","Chandler Parsons","2012-13",5
"3703","Charles Hayes","2012-13",11
"3704","Charles Jenkins","2012-13",7
"3705","Charlie Villanueva","2012-13",22
"3706","Chase Budinger","2012-13",10
"3707","Chauncey Billups","2012-13",9
"3708","Chris Andersen","2012-13",13
"3709","Chris Bosh","2012-13",23
"3710","Chris Copeland","2012-13",9
"3711","Chris Douglas-Roberts","2012-13",2
"3712","Chris Duhon","2012-13",18
"3713","Chris Johnson","2012-13",4
"3714","Chris Kaman","2012-13",23
"3715","Chris Paul","2012-13",7
"3716","Chris Quinn","2012-13",14
"3717","Chris Singleton","2012-13",19
"3718","Chris Wilcox","2012-13",4
"3719","Chris Wright","2012-13",12
"3720","CJ Miles","2012-13",10
"3721","CJ Watson","2012-13",18
"3722","Cole Aldrich","2012-13",11
"3723","Corey Brewer","2012-13",9
"3724","Corey Maggette","2012-13",3
"3725","Cory Higgins","2012-13",7
"3726","Cory Joseph","2012-13",20
"3727","Courtney Lee","2012-13",14
"3728","D.J. Augustin","2012-13",18
"3729","Daequan Cook","2012-13",10
"3730","Dahntay Jones","2012-13",2
"3731","DaJuan Summers","2012-13",24
"3732","Damian Lillard","2012-13",9
"3733","Damien Wilkins","2012-13",7
"3734","Damion James","2012-13",1
"3735","Daniel Gibson","2012-13",18
"3736","Daniel Orton","2012-13",4
"3737","Danilo Gallinari","2012-13",9
"3738","Danny Granger","2012-13",7
"3739","Danny Green","2012-13",18
"3740","Dante Cunningham","2012-13",23
"3741","Darius Johnson-Odom","2012-13",15
"3742","Darius Miller","2012-13",14
"3743","Darius Morris","2012-13",14
"3744","Darko Milicic","2012-13",17
"3745","Darrell Arthur","2012-13",19
"3746","Darren Collison","2012-13",2
"3747","David Lee","2012-13",21
"3748","David West","2012-13",23
"3749","DeAndre Jordan","2012-13",13
"3750","DeAndre Liggins","2012-13",20
"3751","DeJuan Blair","2012-13",21
"3752","DeMar DeRozan","2012-13",7
"3753","DeMarcus Cousins","2012-13",6
"3754","DeMarre Carroll","2012-13",7
"3755","DeQuan Jones","2012-13",20
"3756","Derek Fisher","2012-13",18
"3757","Deron Williams","2012-13",9
"3758","Derrick Favors","2012-13",6
"3759","Derrick Williams","2012-13",3
"3760","DeSagana Diop","2012-13",11
"3761","DeShawn Stevenson","2012-13",18
"3762","Devin Ebanks","2012-13",19
"3763","Devin Harris","2012-13",9
"3764","Dexter Pittman","2012-13",4
"3765","Diante Garrett","2012-13",14
"3766","Dion Waiters","2012-13",7
"3767","Dirk Nowitzki","2012-13",23
"3768","DJ White","2012-13",23
"3769","Dominic McGuire","2012-13",11
"3770","Dominique Jones","2012-13",2
"3771","Donald Sloan","2012-13",7
"3772","Donatas Motiejunas","2012-13",5
"3773","Dorell Wright","2012-13",10
"3774","Doron Lamb","2012-13",14
"3775","Draymond Green","2012-13",11
"3776","Drew Gooden","2012-13",19
"3777","Dwight Howard","2012-13",13
"3778","Dwyane Wade","2012-13",7
"3779","E'Twaun Moore","2012-13",14
"3780","Earl Barron","2012-13",21
"3781","Earl Clark","2012-13",20
"3782","Earl Watson","2012-13",14
"3783","Ed Davis","2012-13",21
"3784","Eddy Curry","2012-13",6
"3785","Ekpe Udoh","2012-13",4
"3786","Elton Brand","2012-13",21
"3787","Emeka Okafor","2012-13",21
"3788","Enes Kanter","2012-13",6
"3789","Eric Bledsoe","2012-13",7
"3790","Eric Gordon","2012-13",3
"3791","Eric Maynor","2012-13",14
"3792","Ersan Ilyasova","2012-13",19
"3793","Evan Fournier","2012-13",9
"3794","Evan Turner","2012-13",19
"3795","Fab Melo","2012-13",8
"3796","Festus Ezeli","2012-13",4
"3797","Francisco Garcia","2012-13",18
"3798","Garrett Temple","2012-13",14
"3799","Gary Neal","2012-13",10
"3800","George Hill","2012-13",9
"3801","Gerald Green","2012-13",10
"3802","Gerald Henderson","2012-13",7
"3803","Gerald Wallace","2012-13",20
"3804","Glen Davis","2012-13",23
"3805","Goran Dragic","2012-13",2
"3806","Gordon Hayward","2012-13",7
"3807","Grant Hill","2012-13",19
"3808","Greg Monroe","2012-13",6
"3809","Greg Smith","2012-13",13
"3810","Greg Stiemsma","2012-13",19
"3811","Greivis Vasquez","2012-13",14
"3812","Gustavo Ayon","2012-13",11
"3813","Hakim Warrick","2012-13",6
"3814","Hamed Haddadi","2012-13",21
"3815","Harrison Barnes","2012-13",20
"3816","Hasheem Thabeet","2012-13",4
"3817","Hedo Turkoglu","2012-13",5
"3818","Henry Sims","2012-13",16
"3819","Ian Mahinmi","2012-13",4
"3820","Iman Shumpert","2012-13",5
"3821","Isaiah Thomas","2012-13",9
"3822","Ish Smith","2012-13",14
"3823","Ivan Johnson","2012-13",6
"3824","J.R. Smith","2012-13",10
"3825","Jae Crowder","2012-13",5
"3826","Jamaal Tinsley","2012-13",14
"3827","Jamal Crawford","2012-13",9
"3828","Jameer Nelson","2012-13",18
"3829","James Anderson","2012-13",5
"3830","James Harden","2012-13",3
"3831","James Johnson","2012-13",19
"3832","James Jones","2012-13",22
"3833","James White","2012-13",14
"3834","Jan Vesely","2012-13",4
"3835","Jannero Pargo","2012-13",18
"3836","Jared Cunningham","2012-13",7
"3837","Jared Dudley","2012-13",9
"3838","Jared Jeffries","2012-13",4
"3839","Jared Sullinger","2012-13",21
"3840","Jarrett Jack","2012-13",7
"3841","Jarvis Varnado","2012-13",4
"3842","Jason Collins","2012-13",4
"3843","Jason Kidd","2012-13",5
"3844","Jason Maxiell","2012-13",19
"3845","Jason Richardson","2012-13",10
"3846","Jason Smith","2012-13",23
"3847","Jason Terry","2012-13",18
"3848","Jason Thompson","2012-13",19
"3849","JaVale McGee","2012-13",4
"3850","Jeff Adrien","2012-13",6
"3851","Jeff Ayres","2012-13",23
"3852","Jeff Green","2012-13",2
"3853","Jeff Taylor","2012-13",14
"3854","Jeff Teague","2012-13",2
"3855","Jeremy Evans","2012-13",4
"3856","Jeremy Lamb","2012-13",10
"3857","Jeremy Lin","2012-13",2
"3858","Jeremy Pargo","2012-13",9
"3859","Jeremy Tyler","2012-13",21
"3860","Jermaine O'Neal","2012-13",21
"3861","Jerry Stackhouse","2012-13",18
"3862","Jerryd Bayless","2012-13",9
"3863","Jimmer Fredette","2012-13",9
"3864","Jimmy Butler","2012-13",20
"3865","JJ Hickson","2012-13",13
"3866","JJ Redick","2012-13",9
"3867","Joakim Noah","2012-13",21
"3868","Jodie Meeks","2012-13",18
"3869","Joe Johnson","2012-13",9
"3870","Joel Anthony","2012-13",4
"3871","Joel Freeland","2012-13",19
"3872","Joel Przybilla","2012-13",11
"3873","Johan Petro","2012-13",21
"3874","John Henson","2012-13",21
"3875","John Jenkins","2012-13",9
"3876","John Lucas III","2012-13",18
"3877","John Salmons","2012-13",14
"3878","John Wall","2012-13",3
"3879","Jon Leuer","2012-13",19
"3880","Jonas Jerebko","2012-13",20
"3881","Jonas Valanciunas","2012-13",4
"3882","Jordan Crawford","2012-13",9
"3883","Jordan Hamilton","2012-13",10
"3884","Jordan Hill","2012-13",21
"3885","Jose Calderon","2012-13",18
"3886","Jose Juan Barea","2012-13",9
"3887","Josh Akognon","2012-13",25
"3888","Josh Childress","2012-13",20
"3889","Josh Harrellson","2012-13",5
"3890","Josh Howard","2012-13",19
"3891","Josh McRoberts","2012-13",20
"3892","Josh Selby","2012-13",3
"3893","Josh Smith","2012-13",19
"3894","Jrue Holiday","2012-13",7
"3895","Julyan Stone","2012-13",8
"3896","Justin Dentmon","2012-13",24
"3897","Justin Holiday","2012-13",14
"3898","Juwan Howard","2012-13",19
"3899","Kawhi Leonard","2012-13",20
"3900","Keith Bogans","2012-13",18
"3901","Kemba Walker","2012-13",7
"3902","Kendall Marshall","2012-13",14
"3903","Kendrick Perkins","2012-13",11
"3904","Kenneth Faried","2012-13",13
"3905","Kent Bazemore","2012-13",3
"3906","Kenyon Martin","2012-13",4
"3907","Kevin Durant","2012-13",3
"3908","Kevin Garnett","2012-13",23
"3909","Kevin Jones","2012-13",19
"3910","Kevin Love","2012-13",13
"3911","Kevin Martin","2012-13",9
"3912","Kevin Murphy","2012-13",24
"3913","Kevin Seraphin","2012-13",23
"3914","Keyon Dooling","2012-13",18
"3915","Khris Middleton","2012-13",14
"3916","Kim English","2012-13",9
"3917","Kirk Hinrich","2012-13",14
"3918","Klay Thompson","2012-13",18
"3919","Kobe Bryant","2012-13",3
"3920","Kosta Koufos","2012-13",11
"3921","Kris Humphries","2012-13",21
"3922","Kris Joseph","2012-13",7
"3923","Kurt Thomas","2012-13",19
"3924","Kwame Brown","2012-13",11
"3925","Kyle Korver","2012-13",18
"3926","Kyle Lowry","2012-13",5
"3927","Kyle O'Quinn","2012-13",21
"3928","Kyle Singler","2012-13",20
"3929","Kyrie Irving","2012-13",3
"3930","Lamar Odom","2012-13",11
"3931","LaMarcus Aldridge","2012-13",23
"3932","Lance Stephenson","2012-13",20
"3933","Lance Thomas","2012-13",4
"3934","Landry Fields","2012-13",20
"3935","Larry Sanders","2012-13",21
"3936","Lavoy Allen","2012-13",19
"3937","Lazar Hayward","2012-13",3
"3938","Leandro Barbosa","2012-13",2
"3939","LeBron James","2012-13",3
"3940","Linas Kleiza","2012-13",10
"3941","Lou Amundson","2012-13",4
"3942","Lou Williams","2012-13",9
"3943","Luc Mbah a Moute","2012-13",19
"3944","Luis Scola","2012-13",23
"3945","Luke Babbitt","2012-13",22
"3946","Luke Ridnour","2012-13",14
"3947","Luke Walton","2012-13",20
"3948","Luke Zeller","2012-13",24
"3949","Luol Deng","2012-13",7
"3950","Maalik Wayns","2012-13",9
"3951","Malcolm Lee","2012-13",20
"3952","Malcolm Thomas","2012-13",13
"3953","Manu Ginobili","2012-13",9
"3954","Marc Gasol","2012-13",19
"3955","Marcin Gortat","2012-13",21
"3956","Marco Belinelli","2012-13",9
"3957","Marcus Camby","2012-13",11
"3958","Marcus Morris","2012-13",5
"3959","Marcus Thornton","2012-13",10
"3960","Mario Chalmers","2012-13",18
"3961","Markieff Morris","2012-13",19
"3962","Marquis Daniels","2012-13",7
"3963","Marquis Teague","2012-13",14
"3964","Marreese Speights","2012-13",23
"3965","MarShon Brooks","2012-13",2
"3966","Martell Webster","2012-13",5
"3967","Marvin Williams","2012-13",20
"3968","Matt Barnes","2012-13",5
"3969","Matt Bonner","2012-13",18
"3970","Matt Carroll","2012-13",8
"3971","Maurice Harkless","2012-13",20
"3972","Metta World Peace","2012-13",5
"3973","Meyers Leonard","2012-13",4
"3974","Michael Beasley","2012-13",23
"3975","Michael Kidd-Gilchrist","2012-13",19
"3976","Mickael Gelabale","2012-13",20
"3977","Mickael Pietrus","2012-13",18
"3978","Mike Conley","2012-13",2
"3979","Mike Dunleavy","2012-13",10
"3980","Mike James","2012-13",18
"3981","Mike Miller","2012-13",22
"3982","Mike Scott","2012-13",6
"3983","Miles Plumlee","2012-13",21
"3984","Mirza Teletovic","2012-13",22
"3985","Mo Williams","2012-13",14
"3986","Monta Ellis","2012-13",7
"3987","Nando De Colo","2012-13",20
"3988","Nate Robinson","2012-13",9
"3989","Nazr Mohammed","2012-13",21
"3990","Nene","2012-13",6
"3991","Nick Collison","2012-13",4
"3992","Nick Young","2012-13",9
"3993","Nicolas Batum","2012-13",5
"3994","Nikola Pekovic","2012-13",13
"3995","Nikola Vucevic","2012-13",21
"3996","Nolan Smith","2012-13",7
"3997","Norris Cole","2012-13",14
"3998","O.J. Mayo","2012-13",9
"3999","Omer Asik","2012-13",13
"4000","Omri Casspi","2012-13",5
"4001","Orlando Johnson","2012-13",5
"4002","Pablo Prigioni","2012-13",18
"4003","Patrick Beverley","2012-13",5
"4004","Patrick Patterson","2012-13",19
"4005","Patty Mills","2012-13",18
"4006","Pau Gasol","2012-13",23
"4007","Paul George","2012-13",10
"4008","Paul Millsap","2012-13",6
"4009","Paul Pierce","2012-13",3
"4010","Perry Jones","2012-13",23
"4011","PJ Tucker","2012-13",20
"4012","Quentin Richardson","2012-13",22
"4013","Quincy Acy","2012-13",4
"4014","Quincy Miller","2012-13",7
"4015","Quincy Pondexter","2012-13",18
"4016","Rajon Rondo","2012-13",19
"4017","Ramon Sessions","2012-13",3
"4018","Randy Foye","2012-13",18
"4019","Rashard Lewis","2012-13",10
"4020","Rasheed Wallace","2012-13",22
"4021","Ray Allen","2012-13",9
"4022","Raymond Felton","2012-13",14
"4023","Reggie Evans","2012-13",13
"4024","Reggie Jackson","2012-13",20
"4025","Reggie Williams","2012-13",10
"4026","Richard Hamilton","2012-13",24
"4027","Richard Jefferson","2012-13",20
"4028","Ricky Rubio","2012-13",2
"4029","Robert Sacre","2012-13",19
"4030","Robin Lopez","2012-13",4
"4031","Rodney Stuckey","2012-13",2
"4032","Rodrigue Beaubois","2012-13",18
"4033","Roger Mason Jr.","2012-13",18
"4034","Ronnie Brewer","2012-13",20
"4035","Ronnie Price","2012-13",14
"4036","Ronny Turiaf","2012-13",4
"4037","Roy Hibbert","2012-13",21
"4038","Royal Ivey","2012-13",18
"4039","Rudy Gay","2012-13",7
"4040","Russell Westbrook","2012-13",3
"4041","Ryan Anderson","2012-13",10
"4042","Ryan Hollins","2012-13",4
"4043","Sam Young","2012-13",20
"4044","Samardo Samuels","2012-13",19
"4045","Samuel Dalembert","2012-13",21
"4046","Sasha Pavlovic","2012-13",18
"4047","Scott Machado","2012-13",2
"4048","Sebastian Telfair","2012-13",9
"4049","Serge Ibaka","2012-13",19
"4050","Shane Battier","2012-13",18
"4051","Shannon Brown","2012-13",7
"4052","Shaun Livingston","2012-13",19
"4053","Shavlik Randolph","2012-13",13
"4054","Shawn Marion","2012-13",11
"4055","Shelvin Mack","2012-13",14
"4056","Solomon Jones","2012-13",8
"4057","Spencer Hawes","2012-13",19
"4058","Stephen Curry","2012-13",9
"4059","Stephen Jackson","2012-13",5
"4060","Steve Blake","2012-13",18
"4061","Steve Nash","2012-13",14
"4062","Steve Novak","2012-13",18
"4063","Taj Gibson","2012-13",19
"4064","Tayshaun Prince","2012-13",19
"4065","Terrel Harris","2012-13",20
"4066","Terrence Jones","2012-13",20
"4067","Terrence Ross","2012-13",18
"4068","Terrence Williams","2012-13",20
"4069","Thabo Sefolosha","2012-13",5
"4070","Thaddeus Young","2012-13",19
"4071","Thomas Robinson","2012-13",21
"4072","Tiago Splitter","2012-13",13
"4073","Tim Duncan","2012-13",23
"4074","Tim Ohlbrecht","2012-13",2
"4075","Timofey Mozgov","2012-13",4
"4076","Tobias Harris","2012-13",19
"4077","Toney Douglas","2012-13",18
"4078","Tony Allen","2012-13",19
"4079","Tony Parker","2012-13",7
"4080","Tony Wroten","2012-13",2
"4081","Tornike Shengelia","2012-13",13
"4082","Tracy McGrady","2012-13",20
"4083","Travis Outlaw","2012-13",7
"4084","Trevor Ariza","2012-13",5
"4085","Trevor Booker","2012-13",4
"4086","Tristan Thompson","2012-13",21
"4087","Troy Murphy","2012-13",5
"4088","Ty Lawson","2012-13",2
"4089","Tyler Hansbrough","2012-13",6
"4090","Tyler Honeycutt","2012-13",21
"4091","Tyler Zeller","2012-13",19
"4092","Tyreke Evans","2012-13",2
"4093","Tyrus Thomas","2012-13",23
"4094","Tyshawn Taylor","2012-13",2
"4095","Tyson Chandler","2012-13",13
"4096","Udonis Haslem","2012-13",11
"4097","Viacheslav Kravtsov","2012-13",4
"4098","Victor Claver","2012-13",5
"4099","Vince Carter","2012-13",10
"4100","Vladimir Radmanovic","2012-13",22
"4101","Wayne Ellington","2012-13",18
"4102","Wesley Johnson","2012-13",10
"4103","Wesley Matthews","2012-13",18
"4104","Will Barton","2012-13",20
"4105","Will Bynum","2012-13",7
"4106","Will Conroy","2012-13",9
"4107","Willie Green","2012-13",18
"4108","Wilson Chandler","2012-13",5
"4109","Xavier Henry","2012-13",7
"4110","Zach Randolph","2012-13",6
"4111","Zaza Pachulia","2012-13",4
"4112","A.J. Price","2013-14",22
"4113","Aaron Brooks","2013-14",25
"4114","Aaron Gray","2013-14",2
"4115","Adonis Thomas","2013-14",20
"4116","Al Harrington","2013-14",15
"4117","Al Horford","2013-14",23
"4118","Al Jefferson","2013-14",23
"4119","Al-Farouq Aminu","2013-14",2
"4120","Alan Anderson","2013-14",25
"4121","Alec Burks","2013-14",19
"4122","Alex Len","2013-14",2
"4123","Alexey Shved","2013-14",9
"4124","Alexis Ajinca","2013-14",2
"4125","Allen Crabbe","2013-14",20
"4126","Alonzo Gee","2013-14",12
"4127","Amar'e Stoudemire","2013-14",24
"4128","Amir Johnson","2013-14",2
"4129","Anderson Varejao","2013-14",2
"4130","Andray Blatche","2013-14",24
"4131","Andre Drummond","2013-14",14
"4132","Andre Iguodala","2013-14",6
"4133","Andre Miller","2013-14",12
"4134","Andre Roberson","2013-14",2
"4135","Andrea Bargnani","2013-14",11
"4136","Andrei Kirilenko","2013-14",7
"4137","Andrew Bogut","2013-14",2
"4138","Andrew Bynum","2013-14",24
"4139","Andrew Nicholson","2013-14",24
"4140","Andris Biedrins","2013-14",14
"4141","Antawn Jamison","2013-14",15
"4142","Anthony Bennett","2013-14",24
"4143","Anthony Davis","2013-14",23
"4144","Anthony Morrow","2013-14",22
"4145","Anthony Randolph","2013-14",10
"4146","Anthony Tolliver","2013-14",16
"4147","Archie Goodwin","2013-14",10
"4148","Arinze Onuaku","2013-14",2
"4149","Arnett Moultrie","2013-14",18
"4150","Aron Baynes","2013-14",2
"4151","Arron Afflalo","2013-14",11
"4152","Austin Daye","2013-14",13
"4153","Austin Rivers","2013-14",19
"4154","Avery Bradley","2013-14",22
"4155","Ben Gordon","2013-14",22
"4156","Ben McLemore","2013-14",25
"4157","Beno Udrih","2013-14",20
"4158","Bernard James","2013-14",2
"4159","Bismack Biyombo","2013-14",2
"4160","Blake Griffin","2013-14",23
"4161","Boris Diaw","2013-14",10
"4162","Bradley Beal","2013-14",22
"4163","Brandan Wright","2013-14",7
"4164","Brandon Bass","2013-14",24
"4165","Brandon Davies","2013-14",7
"4166","Brandon Jennings","2013-14",9
"4167","Brandon Knight","2013-14",19
"4168","Brandon Rush","2013-14",25
"4169","Brian Roberts","2013-14",20
"4170","Brook Lopez","2013-14",3
"4171","Byron Mullens","2013-14",15
"4172","Carl Landry","2013-14",24
"4173","Carlos Boozer","2013-14",23
"4174","Carmelo Anthony","2013-14",11
"4175","Caron Butler","2013-14",15
"4176","Carrick Felix","2013-14",10
"4177","Cartier Martin","2013-14",16
"4178","Casper Ware","2013-14",16
"4179","Chandler Parsons","2013-14",25
"4180","Channing Frye","2013-14",15
"4181","Charles Hayes","2013-14",2
"4182","Charlie Villanueva","2013-14",13
"4183","Chase Budinger","2013-14",15
"4184","Chauncey Billups","2013-14",16
"4185","Chris Andersen","2013-14",7
"4186","Chris Babb","2013-14",16
"4187","Chris Bosh","2013-14",11
"4188","Chris Copeland","2013-14",13
"4189","Chris Douglas-Roberts","2013-14",25
"4190","Chris Johnson","2013-14",16
"4191","Chris Kaman","2013-14",23
"4192","Chris Paul","2013-14",11
"4193","Chris Singleton","2013-14",10
"4194","Chris Wright","2013-14",7
"4195","CJ McCollum","2013-14",16
"4196","CJ Miles","2013-14",16
"4197","CJ Watson","2013-14",25
"4198","Cody Zeller","2013-14",3
"4199","Cole Aldrich","2013-14",14
"4200","Corey Brewer","2013-14",25
"4201","Cory Joseph","2013-14",12
"4202","Courtney Lee","2013-14",20
"4203","D.J. Augustin","2013-14",9
"4204","Damian Lillard","2013-14",9
"4205","Damion James","2013-14",2
"4206","Daniel Orton","2013-14",3
"4207","Danny Granger","2013-14",15
"4208","Danny Green","2013-14",16
"4209","Dante Cunningham","2013-14",4
"4210","Darius Johnson-Odom","2013-14",22
"4211","Darius Miller","2013-14",20
"4212","Darius Morris","2013-14",25
"4213","Darrell Arthur","2013-14",4
"4214","Darren Collison","2013-14",19
"4215","David Lee","2013-14",3
"4216","David West","2013-14",23
"4217","DeAndre Jordan","2013-14",14
"4218","DeAndre Liggins","2013-14",17
"4219","DeJuan Blair","2013-14",3
"4220","DeMar DeRozan","2013-14",11
"4221","DeMarcus Cousins","2013-14",23
"4222","DeMarre Carroll","2013-14",25
"4223","Dennis Schroder","2013-14",12
"4224","Derek Fisher","2013-14",16
"4225","Deron Williams","2013-14",9
"4226","Derrick Favors","2013-14",3
"4227","Derrick Rose","2013-14",22
"4228","Derrick Williams","2013-14",10
"4229","Devin Harris","2013-14",19
"4230","Dewayne Dedmon","2013-14",2
"4231","Dexter Pittman","2013-14",17
"4232","Diante Garrett","2013-14",20
"4233","Dion Waiters","2013-14",11
"4234","Dionte Christmas","2013-14",10
"4235","Dirk Nowitzki","2013-14",11
"4236","DJ Stephens","2013-14",14
"4237","DJ White","2013-14",2
"4238","Donald Sloan","2013-14",25
"4239","Donatas Motiejunas","2013-14",10
"4240","Dorell Wright","2013-14",15
"4241","Doron Lamb","2013-14",25
"4242","Draymond Green","2013-14",10
"4243","Drew Gooden","2013-14",24
"4244","Dwight Buycks","2013-14",20
"4245","Dwight Howard","2013-14",14
"4246","Dwyane Wade","2013-14",11
"4247","E'Twaun Moore","2013-14",25
"4248","Earl Clark","2013-14",15
"4249","Earl Watson","2013-14",6
"4250","Ed Davis","2013-14",3
"4251","Ekpe Udoh","2013-14",18
"4252","Elias Harris","2013-14",6
"4253","Elliot Williams","2013-14",25
"4254","Elton Brand","2013-14",24
"4255","Enes Kanter","2013-14",24
"4256","Eric Bledsoe","2013-14",19
"4257","Eric Gordon","2013-14",19
"4258","Eric Maynor","2013-14",20
"4259","Erik Murphy","2013-14",18
"4260","Ersan Ilyasova","2013-14",24
"4261","Evan Fournier","2013-14",9
"4262","Evan Turner","2013-14",11
"4263","Francisco Garcia","2013-14",16
"4264","Gal Mekel","2013-14",12
"4265","Garrett Temple","2013-14",12
"4266","Gary Neal","2013-14",22
"4267","George Hill","2013-14",25
"4268","Gerald Green","2013-14",9
"4269","Gerald Henderson","2013-14",11
"4270","Gerald Wallace","2013-14",6
"4271","Giannis Antetokounmpo","2013-14",10
"4272","Gigi Datome","2013-14",15
"4273","Glen Davis","2013-14",24
"4274","Glen Rice Jr.","2013-14",15
"4275","Goran Dragic","2013-14",19
"4276","Gordon Hayward","2013-14",11
"4277","Gorgui Dieng","2013-14",3
"4278","Greg Monroe","2013-14",3
"4279","Greg Oden","2013-14",7
"4280","Greg Smith","2013-14",2
"4281","Greg Stiemsma","2013-14",2
"4282","Greivis Vasquez","2013-14",16
"4283","Gustavo Ayon","2013-14",2
"4284","Hamady Ndiaye","2013-14",2
"4285","Harrison Barnes","2013-14",12
"4286","Hasheem Thabeet","2013-14",2
"4287","Hedo Turkoglu","2013-14",15
"4288","Henry Sims","2013-14",3
"4289","Hilton Armstrong","2013-14",14
"4290","Hollis Thompson","2013-14",25
"4291","Ian Clark","2013-14",16
"4292","Ian Mahinmi","2013-14",7
"4293","Iman Shumpert","2013-14",25
"4294","Isaiah Canaan","2013-14",9
"4295","Isaiah Thomas","2013-14",19
"4296","Ish Smith","2013-14",12
"4297","J.R. Smith","2013-14",16
"4298","Jae Crowder","2013-14",25
"4299","Jamaal Franklin","2013-14",20
"4300","Jamaal Tinsley","2013-14",16
"4301","Jamal Crawford","2013-14",9
"4302","Jameer Nelson","2013-14",16
"4303","James Anderson","2013-14",25
"4304","James Harden","2013-14",5
"4305","James Johnson","2013-14",10
"4306","James Jones","2013-14",16
"4307","James Nunnally","2013-14",16
"4308","James Southerland","2013-14",1
"4309","Jan Vesely","2013-14",7
"4310","Jannero Pargo","2013-14",22
"4311","Jared Cunningham","2013-14",19
"4312","Jared Dudley","2013-14",20
"4313","Jared Sullinger","2013-14",10
"4314","Jarrett Jack","2013-14",20
"4315","Jarvis Varnado","2013-14",7
"4316","Jason Collins","2013-14",18
"4317","Jason Maxiell","2013-14",18
"4318","Jason Smith","2013-14",4
"4319","Jason Terry","2013-14",16
"4320","Jason Thompson","2013-14",2
"4321","JaVale McGee","2013-14",18
"4322","Jeff Adrien","2013-14",3
"4323","Jeff Ayres","2013-14",2
"4324","Jeff Green","2013-14",9
"4325","Jeff Taylor","2013-14",25
"4326","Jeff Teague","2013-14",19
"4327","Jeff Withey","2013-14",7
"4328","Jeremy Evans","2013-14",24
"4329","Jeremy Lamb","2013-14",16
"4330","Jeremy Lin","2013-14",19
"4331","Jeremy Tyler","2013-14",3
"4332","Jermaine O'Neal","2013-14",3
"4333","Jerryd Bayless","2013-14",20
"4334","Jimmer Fredette","2013-14",22
"4335","Jimmy Butler","2013-14",19
"4336","JJ Hickson","2013-14",3
"4337","JJ Redick","2013-14",22
"4338","Joakim Noah","2013-14",3
"4339","Jodie Meeks","2013-14",9
"4340","Joe Johnson","2013-14",9
"4341","Joel Anthony","2013-14",18
"4342","Joel Freeland","2013-14",2
"4343","John Henson","2013-14",3
"4344","John Jenkins","2013-14",25
"4345","John Lucas III","2013-14",16
"4346","John Salmons","2013-14",20
"4347","John Wall","2013-14",11
"4348","Jon Leuer","2013-14",24
"4349","Jonas Jerebko","2013-14",10
"4350","Jonas Valanciunas","2013-14",3
"4351","Jordan Crawford","2013-14",9
"4352","Jordan Farmar","2013-14",9
"4353","Jordan Hamilton","2013-14",15
"4354","Jordan Hill","2013-14",3
"4355","Jorge Gutierrez","2013-14",12
"4356","Jose Calderon","2013-14",16
"4357","Jose Juan Barea","2013-14",9
"4358","Josh Childress","2013-14",6
"4359","Josh Harrellson","2013-14",10
"4360","Josh McRoberts","2013-14",25
"4361","Josh Powell","2013-14",4
"4362","Josh Smith","2013-14",11
"4363","Jrue Holiday","2013-14",12
"4364","Julyan Stone","2013-14",6
"4365","Justin Hamilton","2013-14",25
"4366","Kawhi Leonard","2013-14",10
"4367","Keith Bogans","2013-14",25
"4368","Kelly Olynyk","2013-14",10
"4369","Kemba Walker","2013-14",11
"4370","Kendall Marshall","2013-14",25
"4371","Kendrick Perkins","2013-14",2
"4372","Kenneth Faried","2013-14",3
"4373","Kent Bazemore","2013-14",9
